138.199.14.88,192.168.0.105,0,0,0.000000,0.000000,0.000000,8544,4332366,1634982422.233385,1634982506.866601,0.010185,
142.250.82.18,192.168.0.105,5462,548088,1634982422.219515,1634982506.823146,0.013214,6115,3835650,1634982422.228199,1634982506.814742,0.005089,
142.250.182.238,192.168.0.105,191,32456,1634982426.197308,1634982506.635232,0.013445,190,58765,1634982426.191568,1634982506.628667,0.015168,
142.250.183.46,192.168.0.105,67,11291,1634982428.404079,1634982503.137246,0.003644,95,64060,1634982428.398722,1634982503.131543,0.004003,
142.251.10.188,192.168.0.105,0,0,0.000000,0.000000,0.000000,2,2,1634982450.255448,1634982495.335414,45.079966,
142.251.42.3,192.168.0.105,1,83,1634982443.033218,1634982443.033218,0.000000,1,203,1634982442.999243,1634982442.999243,0.000000,
162.254.197.39,192.168.0.105,4,626,1634982440.371549,1634982481.218958,6.346738,3,168,1634982434.638752,1634982488.798678,27.098352,
